13412661	75.50.162.166	7244	93.175.0.218	80	request	cookie:wgfwnmf
13412763	5.147.133.143	59038	205.156.48.199	80	reply	username:ytmdbbl
13412800	82.41.28.191	30821	92.246.138.149	80	reply	username:oepxli
13412973	235.171.42.122	14992	47.161.247.140	80	request	cookie:foueccke
13413113	203.21.117.104	41697	140.0.141.100	80	reply	username:jvbojy
13413139	153.42.23.139	61821	235.48.221.222	80	request	cookie:cdjfg
13413177	181.211.240.24	6448	180.79.196.142	80	reply	username:jjuwdendmk
13413224	19.80.10.36	45422	227.119.219.114	80	reply	username:kjxakdc
13413301	162.124.102.52	39379	67.110.215.224	80	reply	username:eptaz
13413334	198.84.237.61	9259	247.225.144.220	80	request	cookie:gitdgybwat
13413487	224.26.69.113	26161	215.71.167.213	80	reply	username:ztlwprmjgo
13413514	100.248.56.53	3574	1.169.226.195	80	request	cookie:afnfkk
13413535	93.65.199.99	24270	127.2.168.198	80	reply	username:hsjxtu
13413741	153.42.23.139	33829	194.20.246.77	80	request	cookie:ghktadkc
13413770	139.37.199.165	18202	112.173.221.98	80	request	cookie:ydvsrnq
13413932	133.175.237.169	1538	25.218.194.57	80	request	cookie:kmujrygwma
13414009	215.102.35.47	11940	117.134.124.23	80	reply	username:vvkhqurhb
13414078	92.130.25.157	23007	10.35.7.42	80	request	cookie:pwvjukepij
13414188	21.156.1.173	47587	8.129.20.217	80	reply	username:egekmnnu
13414189	89.241.57.41	47355	18.242.235.246	80	request	cookie:gkleizyhfd
13414203	197.37.72.253	38996	181.233.200.99	80	request	cookie:lycylhirdo
13414240	153.42.23.139	20256	216.162.211.236	80	request	cookie:unrkwv
13414290	118.82.188.106	41595	217.22.217.83	80	reply	username:yafdjf
13414322	114.238.159.92	17499	247.220.40.216	80	request	cookie:lebdksrqoc
13414385	201.173.7.15	60730	205.2.132.23	80	request	cookie:dqkjv
13414499	202.242.51.140	61034	128.63.20.230	80	reply	username:rfvwv
13414509	114.4.182.223	8686	36.215.180.30	80	reply	username:wroqzfreb
13414520	77.60.196.147	38031	141.167.199.147	80	reply	username:fhdujqe
13414647	217.12.26.238	43493	191.236.198.45	80	request	cookie:qxjmts
13414655	91.47.62.130	41293	51.30.113.150	80	request	cookie:nylbtv
13414691	202.134.155.208	11530	34.217.26.121	80	reply	username:ytmdbbl
13414885	164.13.97.2	21166	234.219.141.127	80	request	cookie:omfuxwo
13414958	215.228.227.233	19794	90.29.172.42	80	reply	username:bfielzmlhd
13414990	119.168.180.184	34420	141.95.58.38	80	request	cookie:qkzoppfr
13415008	92.126.192.54	31885	203.151.125.37	80	reply	username:bezwh
13415017	153.42.23.139	10709	58.6.171.138	80	reply	username:dlgch
13415110	253.104.111.68	6107	86.221.76.146	80	reply	username:vmhyihv
13415333	132.57.118.180	14458	146.34.26.87	80	reply	username:fogrm
13415350	158.176.209.9	3410	78.50.218.119	80	request	cookie:pddfguqrc
13415412	153.42.23.139	23591	17.253.78.185	80	reply	username:yzacdus
13415451	46.181.181.65	14612	29.0.163.199	80	request	cookie:xldkmxndbt
13415465	3.17.107.86	51303	186.100.30.150	80	request	cookie:mtaoapfed
13415651	125.69.142.39	20930	166.51.107.75	80	request	cookie:rngwy
13415699	193.162.78.233	62029	112.228.85.254	80	reply	username:dlgch
13415777	215.166.191.215	3025	189.174.177.97	80	reply	username:ychejvb
13415787	139.37.199.165	48925	155.183.27.102	80	reply	username:outwtsubb
13415887	92.126.192.54	26192	211.227.42.146	80	reply	username:uzeul
13416005	202.242.51.140	65188	197.64.41.144	80	reply	username:skqeevz
13416011	243.51.46.23	4605	108.138.174.195	80	reply	username:umsgkebftf
13416041	178.155.210.33	9483	28.200.219.218	80	reply	username:olcvxxazqf
13416098	149.189.12.29	33674	104.244.78.101	80	request	cookie:atefbo
13416103	149.189.12.29	33674	104.244.78.101	80	reply	username:fzmqyj
13416191	141.142.163.90	6836	58.14.30.20	80	reply	username:fbvtukvep
13416202	139.237.216.67	11323	207.185.151.187	80	request	cookie:lcnooeihsy
13416203	220.239.91.251	4377	175.52.182.180	80	request	cookie:rzigeovs
13416212	253.41.108.197	2273	157.46.46.168	80	reply	username:xjjap
13416293	73.116.164.215	21545	252.152.207.198	80	reply	username:kggcwfd
13416357	232.229.227.245	29020	243.55.49.52	80	request	cookie:nddqjdxqjm
13416496	22.141.173.205	38422	230.254.192.209	80	reply	username:yaanctt
13416521	166.100.23.208	43027	113.5.7.207	80	request	cookie:wkkye
13416555	253.122.77.239	51166	2.235.160.84	80	request	cookie:dvwsmkrsji
13416560	253.122.77.239	51166	2.235.160.84	80	reply	username:mrnymwv
13416575	152.126.255.233	36265	220.66.98.0	80	reply	username:owxgyaioj
13416713	119.183.33.233	27090	7.85.105.234	80	reply	username:rmvhnf
13416751	222.182.65.2	40913	78.51.10.168	80	reply	username:gtvvfl
13416791	92.126.192.54	62651	62.139.37.234	80	reply	username:outwtsubb
13416867	192.150.222.107	23599	98.105.60.27	80	request	cookie:ibbcllr
