13412536	10.166.220.19	10688	70.10.13.94	80	reply	username:fmjzgyj
13412562	18.254.40.110	20465	87.221.184.234	80	reply	username:erjfnh
13412696	165.161.105.32	27263	105.192.219.57	80	request	cookie:ihvik
13412700	120.109.105.77	6284	51.107.93.119	80	request	cookie:rngwy
13412847	223.149.192.112	51873	9.175.154.12	80	request	cookie:fwsohqzykg
13412850	223.149.192.112	51873	9.175.154.12	80	reply	username:afgjnhl
13412903	94.25.94.23	33937	177.97.214.173	80	request	cookie:uoazbon
13412933	202.134.155.208	50709	44.234.188.197	80	request	cookie:ekcehfqifl
13413189	22.141.173.205	30947	245.228.71.68	80	reply	username:yutqhyrg
13413221	19.80.10.36	45422	227.119.219.114	80	request	cookie:fxfgzp
13413326	40.11.215.93	2454	145.221.37.179	80	request	cookie:gulda
13413412	176.181.12.242	13368	150.197.114.100	80	request	cookie:dkohb
13413427	227.64.223.65	29619	33.213.74.25	80	reply	username:eqhnefqs
13413595	202.242.51.140	36098	211.247.70.191	80	reply	username:fadhvthb
13413605	163.57.225.159	62758	212.135.110.254	80	reply	username:rppokq
13413662	236.219.249.245	30361	254.92.43.174	80	reply	username:coajwvmn
13413771	139.37.199.165	18202	112.173.221.98	80	reply	username:myjfxhvo
13413778	92.126.192.54	19219	150.204.155.110	80	reply	username:houbbagta
13413880	132.27.224.30	53765	186.172.122.183	80	request	cookie:tudhuqkhog
13413890	139.37.199.165	58982	151.40.123.12	80	reply	username:kdzxzj
13413904	125.78.107.30	20295	111.72.15.84	80	reply	username:abkls
13413921	92.126.192.54	60038	50.217.197.225	80	reply	username:vijjb
13413924	202.134.155.208	41695	196.33.178.2	80	request	cookie:jaubmctdq
13413983	159.219.186.14	32123	222.156.146.233	80	reply	username:nfqlbap
13413990	152.119.46.160	12334	224.143.228.52	80	reply	username:dhucnuw
13414014	204.81.105.217	52878	21.248.5.114	80	reply	username:xjjap
13414027	236.34.64.125	38797	163.161.197.38	80	reply	username:uzzxz
13414137	225.168.251.216	31977	140.127.171.89	80	reply	username:opzzgbw
13414170	172.117.46.26	10784	198.59.199.118	80	request	cookie:zkowrrzil
13414182	85.18.90.177	31963	170.188.32.145	80	reply	username:rfyve
13414276	205.48.43.60	44882	119.160.160.194	80	request	cookie:qwxgtrzj
13414303	44.67.51.227	3858	40.101.194.210	80	request	cookie:yebexra
13414318	96.117.183.189	7200	149.5.232.120	80	reply	username:zswzmpf
13414435	3.35.55.238	50171	171.235.179.81	80	reply	username:zihuwycxc
13414589	1.232.121.74	48775	161.65.147.176	80	request	cookie:aozrmjogby
13414628	7.189.18.167	42540	169.82.219.45	80	request	cookie:cyyknfxvpq
13414726	219.250.71.156	18307	194.34.33.14	80	reply	username:oljlqck
13414780	77.236.32.232	4037	243.238.37.22	80	reply	username:gkrle
13414786	202.134.155.208	23702	239.103.195.152	80	reply	username:aztstqilag
13414789	22.141.173.205	13973	10.172.231.215	80	request	cookie:maxsj
13414862	58.163.73.44	11365	113.148.33.249	80	reply	username:xicvj
13414877	87.85.210.177	5200	61.68.200.216	80	reply	username:fbvqpeb
13414938	85.250.234.112	5568	127.17.69.18	80	reply	username:sawercryv
13414948	199.114.174.41	52132	164.245.82.236	80	reply	username:ycrtz
13415003	31.192.163.3	47269	217.241.22.65	80	request	cookie:noguewa
13415035	123.23.204.145	5461	253.85.222.223	80	request	cookie:bmkmnf
13415040	71.70.166.215	10272	87.195.76.234	80	reply	username:ydzqgpdsmw
13415046	237.218.248.12	33757	101.62.231.230	80	request	cookie:puusrcffko
13415090	186.67.63.158	39094	112.216.207.41	80	reply	username:uyloqyxgnr
13415190	145.145.66.116	6141	133.138.48.22	80	request	cookie:femsjpc
13415234	153.42.23.139	3034	241.108.40.166	80	request	cookie:sgcpqxshk
13415264	36.22.203.92	58530	72.37.206.8	80	request	cookie:atefbo
13415312	116.144.217.33	19192	203.208.61.101	80	request	cookie:eifakslyo
13415353	43.43.94.48	17810	174.228.220.117	80	request	cookie:ynxwitks
13415357	13.175.59.101	17328	37.218.95.64	80	request	cookie:ceswt
13415421	189.175.208.176	8481	122.232.140.147	80	reply	username:xqnbjvcq
13415478	28.11.208.220	25417	114.219.117.235	80	reply	username:exuvnvztmv
13415651	125.69.142.39	20930	166.51.107.75	80	reply	username:phqkakubvu
13415699	73.204.242.188	62000	130.80.136.45	80	request	cookie:ogqoeeaukl
13415748	67.149.132.217	3589	214.79.94.170	80	request	cookie:vumqnkost
13415764	202.242.51.140	51868	4.17.229.74	80	request	cookie:ubymkebb
13415820	253.104.111.68	17654	244.78.40.87	80	reply	username:errdexpy
13415865	19.32.182.191	8742	55.202.10.115	80	reply	username:extqxy
13415923	152.78.64.88	43741	99.145.8.20	80	reply	username:pqbailq
13415976	253.104.111.68	5413	149.150.52.69	80	reply	username:iupqeyyko
13416063	238.190.171.24	33255	27.230.39.167	80	reply	username:yqpkck
13416164	92.126.192.54	12486	52.255.248.7	80	reply	username:mfifvxtme
13416186	141.142.163.90	6836	58.14.30.20	80	request	cookie:lhicqhobu
13416192	130.220.82.206	13606	25.107.166.37	80	request	cookie:dgazmuqw
13416204	220.239.91.251	4377	175.52.182.180	80	reply	username:dlgch
13416249	229.65.8.87	35701	4.78.94.21	80	request	cookie:vqfjtv
13416270	61.200.22.216	44772	26.234.51.72	80	request	cookie:qquklkz
13416282	249.204.71.166	58009	12.48.19.203	80	reply	username:keboou
13416371	20.35.24.100	63483	193.253.172.49	80	request	cookie:tyksqpj
13416393	238.226.133.209	28149	216.223.208.201	80	reply	username:garcojse
13416468	203.248.11.240	56735	225.207.245.72	80	reply	username:veaoqzhl
13416648	140.208.20.32	63779	169.69.112.42	80	reply	username:rpaqs
13416700	213.58.74.183	17842	124.97.140.115	80	reply	username:dsmcmnlajj
13416733	30.62.7.251	9312	239.54.59.155	80	reply	username:cygfq
13416818	132.57.118.180	57823	113.82.193.158	80	reply	username:gtvvfl
13416859	139.37.199.165	65386	156.50.91.255	80	reply	username:blpxaoodzb
13416926	235.132.223.194	22731	55.206.51.172	80	request	cookie:xeubdzt
13417064	13.33.8.226	1641	66.83.142.67	80	reply	username:ubzsrkvll
13417102	253.104.111.68	21311	22.5.137.182	80	reply	username:ztcjx
13417128	22.141.173.205	48015	94.150.143.104	80	reply	username:hsjxtu
13417149	83.112.254.73	51750	99.151.15.171	80	reply	username:gkdnxud
13417171	76.28.55.53	22344	8.173.147.133	80	request	cookie:fmvwfyczyp
13417201	76.14.113.18	10563	212.208.145.95	80	reply	username:kucaxfrl
13417320	242.151.209.90	47630	42.139.155.181	80	request	cookie:hugwsgy
13417338	67.247.62.82	51409	222.121.144.75	80	reply	username:ltiyfocgy
13417351	83.208.87.65	60988	84.144.166.235	80	reply	username:rxcyxe
13417553	213.88.13.152	40591	233.120.94.235	80	reply	username:hqqprgcip
13417605	229.204.18.144	16273	212.234.22.223	80	request	cookie:uqwgj
13417629	150.127.139.106	18393	173.51.121.44	80	request	cookie:uyxraxvsxu
13417636	4.61.1.4	17307	31.72.103.224	80	request	cookie:gkleizyhfd
13417662	4.136.145.208	32719	183.96.249.195	80	reply	username:ydzaqevvk
13417823	61.160.85.92	49835	134.246.73.22	80	request	cookie:rqobb
13417859	208.2.144.0	14694	74.149.251.211	80	reply	username:oljlqck
13417986	196.232.159.5	59351	65.151.163.53	80	reply	username:toqastug
13418086	210.205.7.88	29953	76.184.61.164	80	request	cookie:nhqfcjnf
13418209	156.184.146.215	60094	164.44.56.16	80	reply	username:ieeek
13418235	43.186.147.132	3450	79.72.23.29	80	request	cookie:ufeqixkni
