13412437	167.74.38.111	6878	239.164.246.205	80	reply	username:whput
13412438	216.65.146.47	54405	114.66.135.170	80	request	cookie:nowht
13412644	22.141.173.205	16602	103.84.40.29	80	request	cookie:ezkrgiij
13412715	194.42.50.86	52466	155.83.31.225	80	reply	username:garcojse
13412729	144.24.168.173	17949	252.21.117.88	80	reply	username:qocipaia
13412836	140.196.18.181	8780	240.6.183.167	80	request	cookie:vwfdhqn
13412875	67.34.212.74	20563	155.191.73.188	80	reply	username:polsfxrfg
13412894	99.209.36.132	52169	71.128.123.13	80	reply	username:ulvyyeisyp
13412970	161.106.217.98	15772	186.171.116.145	80	reply	username:socpagzm
13413023	53.3.136.66	65357	10.205.246.117	80	request	cookie:aoadeoz
13413033	74.114.249.9	40042	45.229.221.88	80	reply	username:ixjgpbgunx
13413113	203.21.117.104	41697	140.0.141.100	80	request	cookie:rhgsd
13413125	217.78.180.148	25378	26.71.100.12	80	request	cookie:siaftxv
13413155	79.226.15.123	27685	222.169.214.110	80	reply	username:ydzaqevvk
13413262	73.205.182.33	21733	162.232.58.17	80	reply	username:garcojse
13413310	53.54.226.216	59678	210.58.226.144	80	reply	username:rfvwv
13413321	153.42.23.139	34673	81.162.247.180	80	request	cookie:bgfero
13413384	107.101.144.5	6606	187.232.243.45	80	request	cookie:gzdrjfsr
13413417	239.16.138.220	22135	85.134.99.159	80	reply	username:wjrzlfqhp
13413617	114.151.31.118	60621	41.5.209.212	80	reply	username:iplgsyyl
13413771	160.167.236.79	8436	115.152.93.181	80	request	cookie:frgpmle
13413839	84.148.137.159	30105	133.25.195.152	80	request	cookie:xvxnhyvrwf
13413849	13.215.8.71	50536	71.116.208.97	80	reply	username:sqdulex
13413971	215.201.245.67	21108	63.117.103.244	80	request	cookie:hqdlorqhj
13413982	159.219.186.14	32123	222.156.146.233	80	request	cookie:muvxnqdt
13414016	22.141.173.205	65455	72.84.23.203	80	request	cookie:bldoronq
13414129	251.95.164.175	60434	59.135.62.220	80	request	cookie:yhrdvoyqvu
13414212	121.107.35.159	48533	144.229.31.123	80	request	cookie:cobwqbxq
13414365	253.104.111.68	43468	124.80.22.190	80	request	cookie:dtgbl
13414441	132.57.118.180	15711	177.80.181.65	80	reply	username:ucwiznj
13414478	169.255.219.176	13270	169.187.180.171	80	request	cookie:csqorao
13414487	253.104.111.68	9903	33.194.251.212	80	request	cookie:sswar
13414516	236.198.116.22	64715	112.26.223.220	80	reply	username:hwqdoesd
13414532	10.1.68.37	40238	121.255.169.118	80	reply	username:vframgrcp
13414534	253.104.111.68	5044	42.183.19.70	80	request	cookie:xbpvlj
13414613	139.37.199.165	10423	193.86.70.171	80	request	cookie:cclaaqa
